BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,3,0,0,0,1,1,2,.294,.919
Goldschmidt1B,3,0,2,0,1,0,0,.259,.676
O'NeillLF,4,0,1,2,0,2,3,.216,.614
Arenado3B,4,0,0,0,0,1,4,.339,1.078
DickersonDH,4,0,0,0,0,1,2,.148,.381
CarlsonRF,4,0,0,0,0,2,0,.203,.500
"Sosa, ESS",4,0,0,0,0,4,0,.188,.423
MolinaC,3,0,1,0,0,1,0,.156,.312
1-DonovanPR,0,1,0,0,0,0,0,.000,.000
KniznerC,0,0,0,0,1,0,0,.318,.945
BaderCF,4,1,1,0,0,1,1,.229,.607
,33,2,5,2,3,13,12,,
