BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF,4,0,0,0,0,2,2,.245,.801
Flores2B,2,1,0,0,2,0,0,.243,.725
PedersonLF,3,1,1,0,1,1,1,.274,.928
Ruf1B,3,1,0,0,1,1,4,.222,.679
Longoria3B,3,1,2,2,1,0,1,.246,.805
YastrzemskiRF,4,0,1,2,0,0,4,.245,.776
"Mercedes, YDH",2,0,1,0,0,1,0,.250,.500
a-La StellaPH-DH,2,0,1,0,0,0,0,.263,.705
EstradaSS,4,0,0,0,0,2,3,.260,.709
WynnsC,4,0,1,0,0,2,1,.243,.678
,31,4,7,4,5,9,16,,
