BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
GrossmanLF,4,1,1,0,1,2,1,.214,.603
"Báez, JSS",5,0,1,0,0,1,2,.213,.619
"Cabrera, MDH",4,0,2,1,0,0,0,.300,.707
"Greene, RCF",3,1,2,0,1,1,1,.290,.759
Torkelson1B,3,0,0,0,1,1,3,.190,.573
"Castro, WRF",4,1,2,1,0,0,0,.261,.670
Candelario3B,3,0,2,1,1,1,0,.194,.570
Schoop2B,4,0,0,0,0,1,5,.192,.540
BarnhartC,2,0,0,0,0,0,0,.214,.506
"a-Castro, HPH",1,0,0,0,0,0,1,.278,.729
HaaseC,1,0,0,0,0,1,0,.214,.632
,34,3,10,3,4,8,13,,
