Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Cincinnati Reds,MLB,Bases Empty,219,199,,48,8,1,8,8,20,58,,,0,.241,.311,.412,.723
Boston Red Sox,MLB,Bases Empty,151,139,,30,7,0,3,3,11,43,,,1,.216,.278,.331,.609
Cincinnati Reds,MLB,Bases Loaded,4,2,,2,0,0,0,6,1,0,,,0,1.000,.750,1.000,1.750
Boston Red Sox,MLB,Bases Loaded,6,5,,3,1,0,0,7,0,0,,,1,.600,.667,.800,1.467
Boston Red Sox,MLB,Runner at 1st,32,27,,10,3,0,1,3,1,7,,,4,.370,.469,.593,1.062
Cincinnati Reds,MLB,Runner at 1st,70,59,,11,0,0,1,2,10,17,,,1,.186,.314,.237,.551
Cincinnati Reds,MLB,Runners at 1st & 2nd,30,27,,6,0,0,2,8,3,7,,,0,.222,.300,.444,.744
Boston Red Sox,MLB,Runners at 1st & 2nd,12,10,,1,0,0,1,3,2,2,,,0,.100,.250,.400,.650
Cincinnati Reds,MLB,Runners at 1st & 3rd,12,8,,3,1,0,0,5,2,3,,,0,.375,.417,.500,.917
Boston Red Sox,MLB,Runners at 1st & 3rd,8,8,,2,0,0,0,2,0,2,,,0,.250,.250,.250,.500
Cincinnati Reds,MLB,Runner at 2nd,33,28,,6,1,0,0,3,5,9,,,0,.214,.333,.250,.583
Boston Red Sox,MLB,Runner at 2nd,18,18,,3,0,0,1,4,0,9,,,0,.167,.167,.333,.500
Cincinnati Reds,MLB,Runners at 2nd & 3rd,7,6,,1,1,0,0,3,0,3,,,0,.167,.143,.333,.476
Boston Red Sox,MLB,Runners at 2nd & 3rd,6,5,,0,0,0,0,1,0,4,,,0,.000,.000,.000,.000
Boston Red Sox,MLB,Runner at 3rd,2,2,,1,1,0,0,1,0,0,,,0,.500,.500,1.000,1.500
Cincinnati Reds,MLB,Runner at 3rd,12,11,,4,0,0,0,4,1,3,,,0,.364,.417,.364,.781
Cincinnati Reds,MLB,Scoring Position,98,82,,22,3,0,2,29,12,25,,,0,.268,.347,.378,.725
Boston Red Sox,MLB,Scoring Position,52,48,,10,2,0,2,18,2,17,,,1,.208,.250,.375,.625
