BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaCF,3,0,0,0,1,1,1,.257,.732
ContrerasDH,4,0,1,0,0,0,3,.280,.910
"1-Velazquez, NPR-DH",0,1,0,0,0,0,0,.296,.811
HappLF,4,0,1,0,0,3,2,.285,.848
Wisdom3B,4,1,2,1,0,2,1,.233,.789
HoernerSS,4,1,2,0,0,1,2,.312,.776
GomesC,3,0,0,0,0,0,3,.222,.572
CrookRF,2,0,0,1,0,2,1,.286,.679
Rivas1B,3,0,1,0,0,1,0,.224,.628
Morel2B,3,0,1,0,0,1,1,.282,.839
,30,3,8,2,1,11,14,,
