BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MargotRF,4,0,1,0,0,0,1,.288,.724
ArozarenaLF,3,0,1,1,0,1,1,.273,.796
FrancoSS,3,0,1,0,0,0,2,.275,.722
a-MastrobuoniPH-2B,1,0,0,0,0,1,0,.333,.666
"Ramírez, H1B",4,0,3,0,0,0,0,.313,.776
Paredes3B,3,0,0,0,0,0,5,.219,.780
PeraltaDH,4,0,0,0,0,3,2,.245,.721
BethancourtC,4,0,0,0,0,1,2,.248,.691
SiriCF,3,0,0,0,1,2,0,.214,.607
Walls2B-SS,4,1,1,0,0,2,2,.173,.545
,33,1,7,1,1,10,15,,
