Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2005,Memphis Redbirds,PCL,AAA,P,29,29,182.0,31,9,21,1,1,,.968
2008,2 Teams,,Minors,P,3,3,8.1,1,1,0,0,0,,1.000
2008,Springfield Cardinals,TEX,AA,P,1,1,4.2,0,0,0,0,0,,.000
2008,Memphis Redbirds,PCL,AAA,P,2,2,3.2,1,1,0,0,0,,1.000
2018,3 Teams,,Minors,P,7,7,22.0,1,1,0,0,0,,1.000
2018,Palm Beach Cardinals,FSL,A(Adv),P,2,2,3.0,0,0,0,0,0,,.000
2018,Springfield Cardinals,TEX,AA,P,3,3,10.0,0,0,0,0,0,,.000
2018,Memphis Redbirds,PCL,AAA,P,2,2,9.0,1,1,0,0,0,,1.000
,Memphis Redbirds,INT,AAA,P,33,33,194.2,33,11,21,1,1,,.970
,Springfield Cardinals,TEX,AA,P,4,4,14.2,0,0,0,0,0,,.000
,Palm Beach Cardinals,FSL,A+,P,2,2,3.0,0,0,0,0,0,,.000
Career Minors,3 Teams,,,P,39,39,212.1,33,11,21,1,1,,.970
