Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
St. Louis Cardinals,MLB,Bases Empty,,,,32,,,107.2,472,118,,,12,26,86,1.34
St. Louis Cardinals,MLB,Bases Loaded,,,,4,,,2.2,10,1,,,0,1,2,0.75
St. Louis Cardinals,MLB,Runner at 1st,,,,32,,,44.0,164,36,,,2,11,32,1.07
St. Louis Cardinals,MLB,Runners at 1st & 2nd,,,,24,,,13.1,51,12,,,1,3,8,1.13
St. Louis Cardinals,MLB,Runners at 1st & 3rd,,,,15,,,6.1,24,5,,,0,2,4,1.11
St. Louis Cardinals,MLB,Runner at 2nd,,,,25,,,12.0,56,12,,,1,10,6,1.83
St. Louis Cardinals,MLB,Runners at 2nd & 3rd,,,,11,,,3.0,13,5,,,0,0,3,1.67
St. Louis Cardinals,MLB,Runner at 3rd,,,,9,,,2.2,13,3,,,0,1,2,1.50
St. Louis Cardinals,MLB,Scoring Position,,,,29,,,40.0,167,38,,,2,17,25,1.38
