BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,4,0,2,0,0,0,0,.300,.885
BichetteSS,4,0,1,0,0,1,4,.210,.547
Guerrero1B,4,0,0,1,0,1,2,.309,.939
CollinsDH,3,0,0,0,1,2,1,.282,.881
Gurriel Jr.LF,4,0,0,0,0,1,2,.275,.742
"Tapia, RRF",4,0,0,0,0,1,0,.220,.522
"Chapman, M3B",3,0,0,0,1,1,0,.217,.671
Katoh2B,2,0,1,0,0,0,1,.200,.829
a-EspinalPH-2B,1,0,0,0,1,0,0,.263,.794
HeinemanC,3,1,1,0,0,1,2,.200,.400
,32,1,5,1,3,8,12,,
