BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Donaldson3B,4,0,0,0,0,3,3,.185,.463
JudgeCF-RF,4,1,1,0,0,1,1,.286,.855
Rizzo1B,4,0,0,0,0,1,1,.250,1.086
StantonRF,4,0,1,1,0,2,0,.240,.711
"Hicks, ACF",0,0,0,0,0,0,0,.353,.979
LeMahieu2B,4,0,1,0,0,1,0,.286,.924
GalloLF,3,0,0,0,0,2,2,.158,.491
TorresDH,2,0,0,0,1,0,0,.250,.804
Kiner-FalefaSS,3,2,3,0,0,0,0,.200,.538
TrevinoC,3,0,2,2,0,0,2,.500,1.000
,31,3,8,3,1,10,9,,
