Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2015,23,24.4,,,34,33,582,13.9
2016,24,23.7,,,62,54,629,8.3
2017,25,23.3,,,65,58,639,4.9
2018,26,20.4,,,90,75,670,0.0
2019,27,20.9,,,83,72,680,0.6
