Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Seattle Mariners,MLB,vs Left,,,,28,,,37.0,146,29,,,4,5,44,0.92
Seattle Mariners,MLB,vs Right,,,,32,,,149.2,629,134,,,28,57,168,1.28
