Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Worcester Red Sox,Triple-A,Bases Empty,,,,1,,,0.2,3,1,,,0,0,1,1.50
Worcester Red Sox,Triple-A,Runner at 1st,,,,1,,,0.1,1,0,,,0,0,0,0.00
