BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,3,0,0,0,0,.276,.888
TurnerSS,3,0,0,0,1,1,4,.304,.834
"Freeman, F1B",3,0,0,0,1,1,4,.319,.914
"Smith, W.D.C",3,0,0,1,1,0,3,.269,.823
"Turner, JDH",4,1,1,0,0,1,3,.252,.717
"Taylor, ChLF",4,0,0,0,0,3,4,.229,.714
Alberto3B,3,0,0,0,0,1,1,.240,.610
"Thompson, TCF",3,0,1,1,0,1,0,.258,.828
Lux2B,3,0,1,0,0,1,1,.296,.810
,30,2,6,2,3,9,20,,
