BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,5,1,2,3,0,1,1,.275,.808
HerediaRF,0,0,0,0,0,0,0,.121,.548
SwansonSS,5,0,3,1,0,1,0,.302,.853
Olson1B,4,2,2,1,1,1,3,.258,.828
Riley3B,5,1,1,0,0,1,5,.275,.882
OzunaDH,4,0,1,2,1,0,2,.229,.711
"Rosario, ELF",5,1,0,0,0,0,2,.100,.336
"Contreras, WmC",3,2,1,1,1,0,0,.266,.918
Arcia2B,3,2,1,0,1,1,0,.250,.697
"Harris II, MCF",4,3,4,4,0,0,0,.310,.884
,38,12,15,12,4,5,13,,
