BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Albies2B,5,1,2,0,0,1,2,.231,.882
Olson1B,4,0,0,0,1,2,3,.413,1.186
Riley3B,4,0,2,1,0,0,4,.292,.904
OzunaDH,4,0,1,0,0,1,3,.288,.873
"Rosario, ERF-LF",4,1,1,0,0,0,1,.086,.293
d'ArnaudC,4,1,2,1,0,0,1,.297,.775
DuvallCF,4,0,0,0,0,2,3,.217,.598
ArciaLF,4,0,3,1,0,0,2,.368,.883
HerediaRF,0,0,0,0,0,0,0,.214,.767
SwansonSS,4,0,1,0,0,1,1,.152,.459
,37,3,12,3,1,7,20,,
