PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Nola, Aa(W, 2-0)",6.0,5,1,0,2,6,0,0.00
Alvarado,1.0,0,0,0,0,2,0,5.40
Hand,1.0,1,0,0,0,0,0,0.00
Brogdon,1.0,0,0,0,0,2,0,13.50
,9.0,6,1,0,2,10,0,
