BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Morel2B,5,1,1,0,0,2,1,.262,.810
OrtegaCF,4,1,3,0,1,0,0,.261,.723
HappLF,3,1,2,0,0,0,2,.265,.811
FrazierLF,2,0,0,0,0,1,2,.226,.708
SchwindelDH-P,3,1,2,1,2,0,1,.239,.696
Wisdom3B,4,1,2,4,0,2,5,.231,.803
HeywardRF,4,0,0,0,0,0,7,.198,.517
HigginsC,3,0,1,0,1,0,0,.286,.946
Rivas1B,4,0,0,0,0,2,2,.194,.597
SimmonsSS,4,0,0,0,0,0,2,.186,.391
,36,5,11,5,4,7,22,,
