BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Guillorme2B,5,1,2,0,0,1,0,.355,.898
"Marte, SRF",5,2,2,0,0,1,1,.278,.737
LindorSS,5,1,0,1,0,3,4,.253,.790
AlonsoDH,2,0,1,0,3,0,1,.286,.881
Escobar3B,5,0,1,2,0,2,5,.225,.672
CanhaCF,4,0,0,1,0,0,2,.282,.736
"Smith, Do1B",2,0,0,0,1,1,0,.186,.543
PlummerLF,4,1,1,1,0,2,3,.200,1.000
MazeikaC,3,0,0,0,0,0,1,.188,.563
a-McNeilPH,1,0,0,0,0,0,0,.317,.835
NidoC,0,0,0,0,0,0,0,.211,.479
,36,5,7,5,4,10,17,,
