BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,0,0,0,1,2,2,.181,.699
Bohm3B,4,1,0,0,1,0,3,.274,.693
HarperDH,3,0,0,0,2,1,2,.312,.962
"Castellanos, NRF",4,1,1,3,0,2,2,.258,.740
QuinnCF,1,0,0,0,0,1,2,.167,.425
Segura2B,4,0,2,0,0,0,0,.281,.750
Hoskins1B,4,0,0,0,0,1,2,.215,.686
RealmutoC,4,0,1,0,0,1,1,.247,.694
"Herrera, OCF-RF",4,1,1,0,0,0,1,.270,.792
CamargoSS,2,1,0,0,2,1,0,.257,.698
1-StottPR-SS,0,0,0,0,0,0,0,.114,.302
,34,4,5,3,6,9,15,,
