BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ContrerasDH,4,2,3,1,0,0,0,.253,.820
"Suzuki, SRF",4,0,1,0,0,2,2,.253,.848
HappLF,3,0,0,1,1,1,1,.280,.809
Wisdom3B,3,0,0,0,0,1,3,.226,.771
Madrigal2B,1,0,0,0,0,1,1,.222,.537
Schwindel1B,4,0,1,0,0,1,3,.209,.558
Villar2B-3B,3,0,0,0,1,1,0,.254,.591
GomesC,4,0,0,0,0,1,2,.195,.550
HoernerSS,4,0,1,0,0,1,2,.289,.748
HermosilloCF,2,0,0,0,0,2,1,.071,.364
a-HeywardPH-CF,2,0,0,0,0,0,2,.224,.607
,34,2,6,2,2,11,17,,
