BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",4,0,0,0,0,2,0,.000,.000
FrancoSS,4,0,0,0,0,1,0,.000,.000
ArozarenaLF,4,0,0,0,0,3,0,.000,.000
"Ramírez, HDH",3,0,1,0,0,1,0,.333,.666
Choi1B,2,0,0,0,1,0,1,.000,.333
MargotRF,3,0,0,0,0,0,2,.000,.000
BethancourtC,3,0,0,0,0,2,1,.000,.000
Walls2B,2,0,0,0,0,0,0,.000,.000
a-ParedesPH,1,0,1,0,0,0,0,1.000,2.000
1-BrujánPR-2B,0,0,0,0,0,0,0,.000,.000
SiriCF,3,1,1,1,0,0,1,.333,1.666
,29,1,3,1,1,9,5,,
