BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,1,0,0,0,1,.269,.878
TurnerSS,4,1,1,0,0,0,1,.304,.830
"Freeman, F1B",3,1,2,0,1,0,1,.320,.920
"Smith, W.D.C",3,0,2,1,0,0,1,.265,.824
"Turner, JDH",3,0,1,1,0,0,3,.248,.721
LambLF,3,0,0,0,0,0,2,.241,.905
"a-Thompson, TPH-LF",1,0,0,0,0,0,2,.213,.671
Muncy3B,4,0,0,0,0,3,1,.162,.629
BellingerCF,3,1,0,0,0,0,0,.210,.651
Lux2B,3,1,1,2,1,0,0,.299,.798
,31,4,8,4,2,3,12,,
