BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,3,1,1,1,2,0,2,.279,.798
Rizzo1B,4,0,1,0,0,0,1,.225,.837
JudgeDH,2,0,0,0,1,0,0,.282,.981
CarpenterLF,4,0,0,0,0,0,5,.337,1.317
Torres2B,4,0,0,0,0,1,4,.265,.799
"Hicks, ACF",3,1,2,0,1,1,0,.242,.722
TrevinoC,3,0,0,0,0,2,2,.247,.702
a-StantonPH,1,0,0,0,0,0,1,.236,.832
HigashiokaC,0,0,0,0,0,0,0,.174,.546
GonzalezSS,3,0,0,0,0,1,1,.228,.662
b-Kiner-FalefaPH-SS,1,0,1,1,0,0,0,.274,.647
GalloRF,3,0,0,0,1,1,1,.162,.625
,31,2,5,2,5,6,17,,
