BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B,4,0,2,0,1,0,2,.281,.794
JudgeCF,5,0,0,0,0,3,5,.292,1.022
RizzoDH,2,1,0,0,1,0,0,.223,.831
Torres2B,4,1,1,2,0,0,1,.263,.803
CarpenterRF,4,0,1,0,0,2,0,.307,1.193
Donaldson3B,4,0,1,0,0,1,2,.226,.699
"Hicks, ALF",4,0,1,0,0,2,1,.243,.715
Kiner-FalefaSS,4,0,1,0,0,1,2,.275,.646
HigashiokaC,2,0,0,0,1,0,2,.186,.561
a-TrevinoPH-C,1,0,0,0,0,1,0,.262,.727
,34,2,7,2,3,10,15,,
