BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,0,1,0,0,1,1,.262,.764
"Marte, SRF",5,0,2,1,0,3,1,.300,.814
LindorSS,3,0,1,1,1,1,1,.251,.755
Alonso1B,3,1,1,1,1,0,1,.281,.904
VogelbachDH,2,0,1,0,2,0,2,.230,.773
1-JankowskiPR-DH,0,0,0,0,0,0,0,.167,.453
CanhaLF,4,0,1,0,0,0,2,.266,.743
McNeil2B,4,0,0,0,0,0,4,.288,.751
Escobar3B,4,1,1,0,0,3,3,.220,.668
NidoC,3,1,1,0,0,1,2,.218,.513
,33,3,9,3,4,9,17,,
