BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
AndrusSS,5,2,2,4,0,0,1,.243,.681
VaughnLF,4,1,1,0,0,0,1,.288,.797
EngelCF,1,0,0,0,0,0,0,.229,.601
"Abreu, J1B",5,1,2,1,0,1,0,.310,.840
"Jiménez, EDH",2,1,1,3,1,1,0,.303,.845
a-HaseleyPH-DH,1,1,0,0,1,1,1,.238,.571
SheetsRF,2,0,0,0,1,0,1,.253,.741
PaytonRF,0,1,0,0,1,0,0,.000,1.000
PollockCF-LF,4,1,1,0,0,0,3,.240,.668
Harrison3B,4,2,2,0,0,0,0,.250,.680
ZavalaC,4,1,1,2,0,2,2,.276,.737
"Gonzalez, R2B",4,2,3,3,0,0,0,.317,.780
,36,13,13,13,4,5,9,,
