BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,3,0,0,0,1,2,1,.214,.792
Hoskins1B,4,0,1,0,0,3,2,.246,.796
Bohm3B,4,0,1,0,0,1,3,.289,.730
HarperDH,4,0,0,0,0,2,3,.293,.906
RealmutoC,4,1,1,0,0,1,1,.279,.836
Segura2B,3,0,1,0,0,1,0,.281,.745
VierlingCF,2,0,1,1,0,0,0,.248,.641
StottSS,3,0,0,0,0,1,2,.231,.645
GuthrieRF,2,0,1,0,1,1,0,.500,1.346
,29,1,6,1,2,12,12,,
