PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Fried(L, 13-7)",5.0,5,1,1,1,8,0,2.50
"Lee, D",2.0,0,0,0,1,2,0,2.35
Minter,1.0,1,0,0,0,2,0,2.12
,8.0,6,1,1,2,12,0,
