Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2018,21,27.1,4.36,,50,5,320,52.3
2019,22,26.5,4.48,,47,18,389,43.2
2020,23,26.4,4.58,,42,27,320,36.2
2021,24,27.0,4.51,,44,32,341,49.6
2022,25,26.9,4.51,,54,41,375,40.0
