Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2018,65,55,74,75,53,61,68,50,69,45,21,53,7,33,52,8,
2019,59,49,76,79,37,82,70,46,68,35,50,39,24,33,43,1,
2020,56,42,29,24,78,11,13,45,73,42,77,86,38,85,36,19,81
2021,52,69,48,38,59,46,43,15,82,26,58,62,38,83,50,2,69
2022,53,44,78,78,26,82,75,76,75,77,41,32,34,60,40,36,16
