Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2014,2 Teams,,Minors,SS,50,50,415.0,245,74,152,19,31,,.922
2014,2 Teams,,Minors,SS,50,50,415.0,245,74,152,19,31,,.922
2014,AZL Cubs,AZL,ROK,SS,43,43,350.0,203,64,125,14,25,,.931
2014,Boise Hawks,NWL,A(Short),SS,7,7,65.0,42,10,27,5,6,,.881
2015,2 Teams,,Minors,SS,126,125,1068.0,532,170,335,27,82,,.949
2015,2 Teams,,Minors,SS,126,125,1068.0,532,170,335,27,82,,.949
2015,South Bend Cubs,MID,A(Full),SS,119,118,1012.0,507,162,319,26,75,,.949
2015,Myrtle Beach Pelicans,CAR,A(Adv),SS,7,7,56.0,25,8,16,1,7,,.960
2016,2 Teams,,Minors,SS,114,113,987.0,480,168,289,23,60,,.952
2016,2 Teams,,Minors,DH,8,8,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,SS,114,113,987.0,480,168,289,23,60,,.952
2016,2 Teams,,Minors,DH,8,8,0.0,0,0,0,0,0,,.000
2016,Myrtle Beach Pelicans,CAR,A(Adv),SS,87,86,752.0,383,135,229,19,50,,.950
2016,Myrtle Beach Pelicans,CAR,A(Adv),DH,5,5,0.0,0,0,0,0,0,,.000
2016,Tampa Yankees,FSL,A(Adv),SS,27,27,235.0,97,33,60,4,10,,.959
2016,Tampa Yankees,FSL,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2016,Tampa Yankees,FSL,A(Adv),2B,1,1,7.0,4,1,3,0,0,,1.000
2016,2 Teams,,A(Adv),SS,114,113,987.0,480,168,289,23,60,,.952
2016,2 Teams,,A(Adv),DH,8,8,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,3B,15,15,133.0,38,7,29,2,6,,.947
2017,2 Teams,,Minors,SS,28,28,242.1,117,41,74,2,13,,.983
2017,2 Teams,,Minors,2B,10,10,76.0,32,14,17,1,8,,.969
2017,2 Teams,,Minors,3B,15,15,133.0,38,7,29,2,6,,.947
2017,2 Teams,,Minors,SS,28,28,242.1,117,41,74,2,13,,.983
2017,2 Teams,,Minors,2B,10,10,76.0,32,14,17,1,8,,.969
2017,Trenton Thunder,EAS,AA,2B,5,5,40.0,16,8,8,0,6,,1.000
2017,Trenton Thunder,EAS,AA,3B,6,6,56.0,14,3,11,0,2,,1.000
2017,Trenton Thunder,EAS,AA,SS,19,19,163.1,79,30,49,0,8,,1.000
2017,Trenton Thunder,EAS,AA,DH,2,2,0.0,0,0,0,0,0,,.000
2017,Scranton/Wilkes-Barre RailRiders,INT,AAA,2B,5,5,36.0,16,6,9,1,2,,.938
2017,Scranton/Wilkes-Barre RailRiders,INT,AAA,3B,9,9,77.0,24,4,18,2,4,,.917
2017,Scranton/Wilkes-Barre RailRiders,INT,AAA,SS,9,9,79.0,38,11,25,2,5,,.947
2018,2 Teams,,Minors,2B,5,5,40.0,29,11,15,3,5,,.897
2018,2 Teams,,Minors,2B,5,5,40.0,29,11,15,3,5,,.897
2018,Tampa Tarpons,FSL,A(Adv),2B,2,2,16.0,17,8,7,2,3,,.882
2018,Tampa Tarpons,FSL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2018,Scranton/Wilkes-Barre RailRiders,INT,AAA,2B,3,3,24.0,12,3,8,1,2,,.917
2018,Scranton/Wilkes-Barre RailRiders,INT,AAA,3B,8,7,54.0,14,3,11,0,0,,1.000
2018,Scranton/Wilkes-Barre RailRiders,INT,AAA,SS,3,3,27.0,16,6,9,1,3,,.938
2021,2 Teams,,Minors,SS,3,3,23.0,5,0,5,0,0,,1.000
2021,2 Teams,,Minors,SS,3,3,23.0,5,0,5,0,0,,1.000
2021,Somerset Patriots,EAS,AA,SS,1,1,7.0,2,0,2,0,0,,1.000
2021,Scranton/Wilkes-Barre RailRiders,INT,AAA,SS,2,2,16.0,3,0,3,0,0,,1.000
,ACL Cubs,AZL,ROK,SS,43,43,350.0,203,64,125,14,25,,.931
,Scranton/Wilkes-Barre RailRiders,INT,AAA,2B,8,8,60.0,28,9,17,2,4,,.929
,Scranton/Wilkes-Barre RailRiders,INT,AAA,3B,17,16,131.0,38,7,29,2,4,,.947
,Scranton/Wilkes-Barre RailRiders,INT,AAA,SS,14,14,122.0,57,17,37,3,8,,.947
,Trenton Thunder,,AA,2B,5,5,40.0,16,8,8,0,6,,1.000
,Trenton Thunder,,AA,3B,6,6,56.0,14,3,11,0,2,,1.000
,2 Teams,,AA,SS,20,20,170.1,81,30,51,0,8,,1.000
,Trenton Thunder,,AA,DH,2,2,0.0,0,0,0,0,0,,.000
,2 Teams,,A+,SS,121,120,1043.0,505,176,305,24,67,,.952
,2 Teams,,A+,DH,9,9,0.0,0,0,0,0,0,,.000
,Tampa Tarpons,FSL,A+,2B,3,3,23.0,21,9,10,2,3,,.905
,South Bend Cubs,MID,A,SS,119,118,1012.0,507,162,319,26,75,,.949
,Boise Hawks,PIO,A(Short),SS,7,7,65.0,42,10,27,5,6,,.881
,3 Teams,,Minors,2B,16,16,123.0,65,26,35,4,13,,.938
,2 Teams,,Minors,3B,23,22,187.0,52,10,40,2,6,,.962
,4 Teams,,Minors,SS,183,182,1549.0,809,253,508,48,114,,.941
,1 Teams,,Minors,DH,2,2,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,2B,16,16,123.0,65,26,35,4,13,,.938
,2 Teams,,Minors,3B,23,22,187.0,52,10,40,2,6,,.962
,4 Teams,,Minors,SS,183,182,1549.0,809,253,508,48,114,,.941
Career Minors,1 Teams,,,DH,2,2,0.0,0,0,0,0,0,,.000
