Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2022,KC,AL,534,181,178,0,7,.258,42,2,52,2196,4.112,.245,.034,.504,.176,2,0
1 Season,KC,AL,534,181,178,0,7,.258,42,2,52,2196,4.112,.245,.034,.504,.176,2,0
