Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2015,25,2751,488,39,8.0,5.6,88.7,112.0,17.3,35.7,.275,.496,.384,.383,.401,38.3,15.0,11.1
2016,26,2656,478,44,9.2,6.5,89.1,113.5,16.3,31.6,.264,.486,.391,.363,.388,36.2,16.0,10.9
2017,27,2723,486,45,9.3,6.5,88.4,113.6,15.5,34.2,.285,.522,.380,.395,.402,39.1,13.0,13.2
2018,28,2444,495,32,6.5,4.8,90.1,112.6,14.7,36.2,.291,.470,.359,.367,.377,40.6,12.0,10.5
2019,29,2470,429,29,6.8,4.7,89.0,113.4,12.6,36.8,.297,.487,.390,.388,.397,37.0,14.0,11.6
2020,30,985,167,13,7.8,5.3,87.7,114.5,16.7,34.7,.266,.413,.326,.355,.364,34.7,15.6,11.5
2021,31,2230,414,32,7.7,5.6,90.1,115.2,14.8,31.4,.261,.434,.339,.347,.357,41.1,15.1,9.0
2022,32,2112,366,40,10.9,7.3,89.4,113.3,19.3,34.2,.239,.454,.352,.349,.374,41.0,18.4,10.6
Player,,18371,3323,274,8.2,5.8,89.1,115.2,15.8,34.3,.273,.477,.369,.370,.385,38.8,14.7,11.1
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
