Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,1.1,8,761,36.0,198,.223,.554,.382,18.2,17.2,17.2,.230,.480,.366,50.8
2022,Slider,,0.0,0,362,17.1,106,.204,.409,.321,28.6,28.3,23.3,.201,.398,.309,36.5
2022,Changeup,,0.2,1,339,16.1,96,.247,.438,.314,21.4,15.6,14.4,.273,.428,.322,37.3
2022,Sinker,,-1.3,-3,233,11.0,52,.184,.447,.366,15.6,5.8,6.7,.288,.510,.425,33.3
2022,Curveball,,3.5,8,216,10.2,45,.231,.538,.370,36.3,26.7,18.5,.210,.448,.333,40.7
2022,Cutter,,-0.4,-1,146,6.9,30,.200,.200,.267,25.8,13.3,11.8,.248,.361,.336,23.8
2022,Splitter,,3.4,2,47,2.2,13,.385,.846,.515,26.1,23.1,16.7,.335,.764,.466,30.0
2022,N/A,,-9.6,0,3,0.1,1,.000,.000,.000,0.0,0.0,--,.083,.183,.111,0.0
2021,4-Seamer,,0.4,3,856,38.4,211,.270,.539,.392,16.7,15.2,14.2,.278,.536,.390,48.0
2021,Slider,,0.4,1,341,15.3,94,.190,.304,.291,27.8,23.4,19.3,.195,.291,.279,32.8
2021,Sinker,,1.0,3,323,14.5,85,.296,.423,.386,15.0,4.7,6.5,.286,.428,.372,43.3
2021,Changeup,,-0.3,-1,291,13.0,68,.203,.328,.268,26.3,16.2,13.1,.240,.327,.273,28.3
2021,Curveball,,3.8,8,205,9.2,54,.313,.604,.421,25.8,22.2,18.8,.280,.407,.339,52.8
2021,Cutter,,-0.8,-1,149,6.7,43,.200,.375,.276,17.7,9.3,16.0,.281,.528,.367,33.3
2021,Splitter,,-1.4,-1,61,2.7,18,.188,.188,.294,20.0,11.1,9.1,.258,.293,.297,28.6
2021,N/A,,10.1,0,4,0.2,1,--,--,.700,--,0.0,--,--,--,.700,--
2020,4-Seamer,,-1.6,-5,350,35.5,73,.203,.339,.312,19.6,13.7,11.4,.247,.393,.346,30.0
2020,Sinker,,0.8,2,201,20.4,49,.220,.366,.361,7.9,8.2,8.9,.331,.443,.396,45.9
2020,Slider,,1.2,2,137,13.9,39,.242,.576,.405,33.8,28.2,19.6,.256,.492,.372,45.5
2020,Changeup,,2.5,3,114,11.6,32,.267,.500,.383,16.4,9.4,8.3,.288,.436,.362,25.0
2020,Curveball,,1.6,2,113,11.5,31,.259,.519,.405,18.5,16.1,13.9,.237,.376,.321,27.3
2020,Cutter,,-3.7,-2,60,6.1,12,.100,.100,.192,19.2,33.3,19.0,.209,.279,.290,50.0
2020,Splitter,,-5.1,0,8,0.8,2,.000,.000,.000,50.0,50.0,50.0,.075,.079,.071,0.0
2019,4-Seamer,,1.6,15,908,36.8,208,.287,.529,.397,16.7,15.4,12.3,.314,.543,.413,45.8
2019,Sinker,,1.9,8,421,17.0,107,.333,.560,.454,12.0,7.5,8.0,.336,.538,.440,35.5
2019,Changeup,,0.1,0,355,14.4,100,.253,.379,.322,23.3,10.0,10.3,.265,.431,.342,28.2
2019,Slider,,1.9,7,346,14.0,90,.282,.564,.412,30.4,25.6,21.7,.266,.466,.357,32.7
2019,Curveball,,2.1,6,286,11.6,69,.295,.508,.396,20.3,11.6,10.0,.276,.370,.326,30.2
2019,Cutter,,4.7,5,105,4.3,22,.353,.706,.505,18.2,13.6,10.7,.311,.557,.437,42.9
2019,Splitter,,-4.2,-1,28,1.1,8,.375,.375,.338,35.7,25.0,22.2,.206,.235,.190,33.3
2018,4-Seamer,,-0.6,-5,835,34.2,203,.263,.457,.354,15.0,12.8,12.7,.279,.460,.361,38.4
2018,Sinker,,3.4,16,459,18.8,133,.385,.624,.483,9.3,5.3,7.2,.363,.626,.467,45.6
2018,Slider,,0.6,3,433,17.7,125,.265,.425,.328,24.0,16.0,14.9,.281,.424,.336,42.7
2018,Changeup,,2.9,8,288,11.8,82,.290,.536,.410,17.6,8.5,8.1,.282,.485,.374,45.3
2018,Curveball,,1.2,3,223,9.1,58,.315,.519,.369,18.9,15.5,12.0,.322,.487,.361,39.1
2018,Cutter,,-3.2,-4,138,5.6,29,.143,.143,.148,17.5,17.2,19.2,.181,.223,.197,21.7
2018,Splitter,,-0.6,0,52,2.1,13,.083,.083,.192,36.4,23.1,25.0,.169,.210,.215,22.2
2017,4-Seamer,,1.6,16,"1,007",37.0,241,.266,.563,.416,13.6,12.0,10.0,.286,.558,.422,40.2
2017,Sinker,,0.4,2,545,20.0,141,.264,.570,.405,9.0,5.7,6.0,.308,.624,.432,38.9
2017,Slider,,0.7,3,399,14.7,109,.250,.375,.315,32.6,28.4,23.3,.228,.360,.307,40.9
2017,Changeup,,1.0,3,290,10.7,64,.275,.373,.359,25.4,12.5,10.4,.270,.382,.349,33.3
2017,Curveball,,1.2,3,277,10.2,67,.288,.525,.387,19.0,10.4,9.2,.330,.582,.419,42.3
2017,Cutter,,3.5,5,131,4.8,38,.412,.559,.453,18.2,13.2,12.8,.318,.565,.404,34.5
2017,Splitter,,0.3,0,43,1.6,12,.333,.667,.417,38.1,8.3,9.1,.334,.538,.363,45.5
2017,Knuckleball,,-10.0,-1,15,0.6,4,.000,.000,.000,37.5,25.0,100.0,.045,.064,.045,0.0
