BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArroyoRF,3,0,1,0,0,1,0,.188,.560
a-CorderoPH-RF,2,0,0,0,0,0,1,.230,.698
Vázquez1B,5,0,1,0,0,1,2,.285,.723
MartinezDH,3,0,0,0,1,1,4,.353,.961
BogaertsSS,4,0,1,0,0,1,3,.319,.862
Story2B,4,0,1,0,0,1,1,.230,.755
VerdugoLF,3,1,0,0,1,0,3,.246,.645
Dalbec3B,3,0,1,1,1,0,3,.190,.578
PlaweckiC,3,0,1,0,0,0,3,.158,.486
Bradley Jr.CF,4,0,1,0,0,1,1,.228,.630
,34,1,7,1,3,6,21,,
