BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,1,1,0,1,0,0,.250,.700
"Soto, JRF",4,1,1,2,0,0,1,.233,.647
"Machado, M3B",4,1,2,1,0,1,0,.295,.990
BellDH,4,1,1,0,0,1,2,.242,.689
Cronenworth2B,3,1,0,0,1,1,0,.233,.569
Drury1B,4,1,1,2,0,2,0,.222,.592
KimSS,4,0,2,1,0,0,0,.200,.564
GrishamCF,4,0,0,0,0,2,2,.222,.805
"Nola, AuC",4,0,0,0,0,1,0,.250,.606
,35,6,8,6,2,8,5,,
