Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Cleveland Guardians,MLB,First Inning,,,1.69,32,,,32.0,122,20,7,6,1,5,23,0.78
Cleveland Guardians,MLB,Second Inning,,,2.81,32,,,32.0,130,29,13,10,3,9,19,1.19
Cleveland Guardians,MLB,Third Inning,,,4.50,32,,,32.0,141,35,18,16,5,11,23,1.44
Cleveland Guardians,MLB,Fourth Inning,,,3.48,32,,,31.0,126,32,13,12,2,7,22,1.26
Cleveland Guardians,MLB,Fifth Inning,,,3.34,30,,,29.2,126,34,12,11,1,7,16,1.38
Cleveland Guardians,MLB,Sixth Inning,,,4.15,23,,,21.2,87,17,10,10,6,6,16,1.06
Cleveland Guardians,MLB,Seventh Inning,,,6.43,10,,,7.0,35,11,5,5,3,2,8,1.86
Cleveland Guardians,MLB,Eighth Inning,,,0.00,1,,,1.0,3,0,0,0,0,0,1,0.00
