Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2019,SD,NL,P,23,18,103.0,17,8,8,1,0,,.941
2020,SD,NL,P,10,1,17.1,3,0,1,2,0,,.333
2020,CLE,AL,P,8,2,14.2,3,0,3,0,0,,1.000
2020,2 Teams,,P,18,3,32.0,6,0,4,2,0,,.667
2021,CLE,AL,P,40,22,149.2,28,8,19,1,3,,.964
2022,CLE,AL,P,32,32,186.1,29,11,16,2,0,,.931
4 Seasons,2 Teams,,P,113,75,471.0,80,27,47,6,3,,.925
