PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Falter(W, 1-3)",6.0,2,1,1,2,3,0,4.40
"Alvarado(H, 11)",1.0,0,0,0,0,2,0,4.33
"Robertson(S, 17)",2.0,1,0,0,2,2,0,1.86
,9.0,3,1,1,4,7,0,
