Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
San Francisco Giants,MLB,Home Games,9,6,2.91,17,17,0,99.0,416,100,39,32,2,26,89,1.27
San Francisco Giants,MLB,Away Games,6,3,2.89,15,15,0,93.1,371,74,37,30,9,23,74,1.04
San Francisco Giants,MLB,Day Games,8,6,3.57,18,18,0,108.1,451,102,55,43,7,28,90,1.20
San Francisco Giants,MLB,Night Games,7,3,2.04,14,14,0,84.0,336,72,21,19,4,21,73,1.11
San Francisco Giants,MLB,Leading Off,,,,32,,,46.2,200,44,,,4,11,46,1.18
San Francisco Giants,MLB,Late / Close,,,,6,,,8.1,32,6,,,1,1,8,0.84
