BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,4,0,1,0,0,1,1,.279,.722
"Rosario, ASS",4,0,0,0,0,0,1,.285,.716
"Ramírez, JoDH",3,0,0,0,1,1,0,.289,.958
"Naylor, J1B",2,1,1,1,1,1,0,.276,.842
"1-Miller, OPR-1B",1,0,0,0,0,0,2,.239,.665
"Reyes, FRF",3,0,0,0,0,0,1,.209,.601
Gimenez2B,3,0,0,0,0,1,0,.299,.836
Arias3B,2,0,0,0,1,1,0,.105,.255
MaileC,2,0,0,0,0,1,1,.167,.503
a-PalaciosPH,1,0,0,0,0,0,0,.250,.626
LeonC,0,0,0,0,0,0,0,.111,.540
StrawCF,2,0,0,0,1,0,1,.193,.535
,27,1,2,1,4,6,7,,
