BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,2,0,0,0,3,0,.261,.828
Olson1B,4,1,2,0,1,1,0,.255,.820
Riley3B,5,1,2,3,0,1,2,.243,.799
OzunaDH,5,1,2,1,0,1,2,.218,.659
Albies2B,5,1,2,0,0,1,3,.233,.689
d'ArnaudC,5,0,1,1,0,0,2,.257,.692
SwansonSS,4,0,1,0,0,1,2,.227,.697
DuvallCF,5,0,0,0,0,2,3,.198,.547
DemeritteLF,4,0,0,0,0,2,2,.250,.707
HerediaLF,1,0,0,0,0,0,1,.111,.506
,42,6,10,5,1,12,17,,
