BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",3,0,2,0,0,0,1,.293,.823
a-ArandaPH-3B,1,1,1,0,0,0,0,.400,1.005
FrancoSS,4,0,1,1,0,1,4,.267,.720
ArozarenaDH,4,0,0,0,0,3,4,.270,.797
"Ramírez, H1B",4,0,1,2,0,2,2,.319,.787
"Lowe, B2B",3,0,0,0,1,0,1,.226,.705
MargotRF,4,0,0,0,0,1,1,.291,.742
"Mejía, FC",4,0,0,0,0,1,1,.258,.679
PeraltaLF,4,0,0,0,0,1,2,.253,.754
SiriCF,3,2,2,0,0,0,0,.215,.616
,34,3,7,3,1,9,16,,
