BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF-RF,4,1,1,1,0,0,1,.264,.842
BichetteSS,4,1,1,0,1,3,1,.260,.731
Guerrero1B,3,2,2,2,2,0,1,.267,.865
KirkC,2,2,0,0,3,1,3,.307,.861
"Hernández, TDH",4,2,1,3,0,2,3,.247,.729
Espinal2B,4,0,0,0,0,2,3,.278,.751
"Chapman, M3B",2,1,0,0,2,1,0,.222,.704
Gurriel Jr.LF,4,1,1,4,0,1,1,.271,.722
"Tapia, RRF",4,0,1,0,0,1,0,.257,.638
ZimmerCF,0,0,0,0,0,0,0,.113,.440
,31,10,7,10,8,11,13,,
