PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Javier(W, 8-9)",5.0,4,3,3,3,7,1,3.07
"Maton, P(H, 12)",1.0,0,0,0,0,1,0,4.15
"Stanek(H, 14)",1.0,0,0,0,0,1,0,1.22
"Smith, W.M.(H, 14)",1.0,1,0,0,0,1,0,4.13
"Montero(S, 10)",1.0,1,0,0,0,1,0,2.63
,9.0,6,3,3,3,11,1,
