BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
GrishamCF,1,0,0,0,3,1,0,.146,.515
"Nola, AuC",2,0,0,1,1,0,4,.233,.657
CronenworthDH,3,0,0,1,1,0,4,.211,.629
"Machado, M3B",4,0,0,0,0,0,4,.318,.852
Hosmer1B,4,0,1,0,0,1,3,.378,.924
ProfarLF,4,0,0,0,0,2,4,.233,.918
BeatyRF,3,0,0,0,0,0,0,.071,.142
AzocarRF,0,0,0,0,1,0,0,.500,1.250
KimSS,3,1,1,0,1,1,1,.235,.734
Abrams2B,2,1,1,0,1,1,1,.115,.464
,26,2,3,2,8,6,21,,
