Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2018,STL,NL,58,26,32,0,0,.333,5,1,11,236,4.069,.328,.069,.316,.260,0,0
2019,TEX,AL,28,5,10,1,0,.364,1,0,2,118,4.214,.536,.000,.067,.038,1,0
2020,CHC,NL,2,0,3,0,0,.000,0,0,1,7,3.500,.000,.000,.---,.000,0,0
2021,CHC,NL,375,175,162,0,0,.318,41,7,38,1631,4.349,.408,.075,.209,.287,3,0
2022,CHC,NL,534,200,244,1,2,.274,53,8,53,2233,4.182,.343,.047,.290,.220,1,0
5 Seasons,3 Teams,,997,406,451,2,2,.293,100,16,105,4225,4.238,.371,.057,.249,.242,5,0
