BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BaderCF,3,0,1,0,1,1,0,.273,1.203
JudgeRF,4,1,1,0,0,0,2,.179,.600
StantonDH,4,1,0,0,0,1,2,.167,.680
Rizzo1B,4,0,0,1,0,2,1,.261,.979
Torres2B,4,0,1,1,0,1,0,.148,.355
Donaldson3B,3,0,1,0,1,2,1,.227,.666
1-LocastroPR,0,0,0,0,0,0,0,.000,.000
HigashiokaC,3,0,0,0,0,3,2,.000,.143
a-CarpenterPH,1,0,0,0,0,1,1,.000,.000
PerazaSS,3,0,0,0,0,2,0,.000,.000
"Cabrera, OLF",3,0,0,0,0,0,0,.091,.364
,32,2,4,2,2,13,9,,
