PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Cole,4.0,4,3,3,1,3,1,6.75
Green,1.0,1,0,0,0,0,0,0.00
Holmes,0.2,3,1,1,0,0,0,13.50
Castro,0.1,0,0,0,1,1,0,0.00
Loáisiga,1.1,0,0,0,0,1,0,0.00
"Peralta, Wa",0.2,0,0,0,0,1,0,0.00
Chapman,1.0,0,0,0,0,2,0,0.00
"King(W, 1-0)",2.0,1,1,0,1,3,0,0.00
,11.0,9,5,4,3,11,1,
