BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Donaldson3B,6,0,2,1,0,1,0,.333,.666
JudgeRF,5,1,2,0,0,1,1,.400,1.000
Rizzo1B,3,1,1,2,1,0,0,.333,1.933
StantonDH,5,1,1,1,0,4,4,.200,1.000
1-GonzalezPR-DH,0,1,0,0,0,0,0,.000,.000
LeMahieu2B,3,1,1,1,1,0,2,.333,1.933
GalloLF,4,0,0,0,1,3,3,.000,.200
"Hicks, ACF",4,0,1,0,1,3,2,.250,.650
HigashiokaC,4,0,1,0,0,1,3,.250,.500
a-TorresPH,0,0,0,1,0,0,0,.000,.000
TrevinoC,0,0,0,0,0,0,0,.000,.000
Kiner-FalefaSS,5,1,0,0,0,2,6,.000,.000
,39,6,9,6,4,15,21,,
