BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
McKinstry2B,5,0,1,0,0,0,1,.205,.647
HappLF,5,1,2,0,0,1,2,.275,.805
Wisdom3B,3,0,0,0,0,1,3,.210,.726
Rivas1B,3,0,2,0,1,0,1,.249,.664
HigginsC,4,0,1,1,0,0,4,.225,.680
HermosilloCF,3,0,0,0,1,0,0,.089,.359
"Young, JDH",4,0,1,0,0,2,1,.250,.750
"Velazquez, NRF",3,0,1,0,0,1,2,.209,.655
a-QuirozPH,1,0,0,0,0,1,0,.000,.000
MorelSS,3,0,0,0,0,2,3,.238,.729
b-GomesPH,1,0,1,0,0,0,0,.234,.620
,35,1,9,1,2,8,17,,
