Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2007,VSL Phillies,VSL,ROK,2B,12,11,89.0,44,14,30,0,6,,1.000
2007,VSL Phillies,VSL,ROK,SS,43,34,309.0,188,63,110,15,19,,.920
2007,VSL Phillies,VSL,ROK,CF,1,0,1.0,0,0,0,0,0,,.000
2007,VSL Phillies,VSL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2008,VSL Phillies,VSL,ROK,2B,51,48,411.1,244,122,115,7,23,,.971
2008,VSL Phillies,VSL,ROK,SS,2,1,10.0,5,2,2,1,0,,.800
2008,VSL Phillies,VSL,ROK,DH,6,6,0.0,0,0,0,0,0,,.000
2009,GCL Phillies,GCL,ROK,2B,38,38,323.0,167,69,88,10,19,,.940
2009,GCL Phillies,GCL,ROK,DH,3,3,0.0,0,0,0,0,0,,.000
2010,Williamsport Crosscutters,NYP,A(Short),2B,65,65,565.1,321,135,179,7,40,,.978
2011,Clearwater Threshers,FSL,A(Adv),2B,119,117,1015.1,513,202,298,13,67,,.975
2012,2 Teams,,Minors,2B,132,132,1145.1,608,240,348,20,103,,.967
2012,2 Teams,,Minors,2B,132,132,1145.1,608,240,348,20,103,,.967
2012,Reading Phillies,EAS,AA,2B,102,102,879.2,470,182,273,15,83,,.968
2012,Reading Phillies,EAS,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2012,Lehigh Valley IronPigs,INT,AAA,2B,30,30,265.2,138,58,75,5,20,,.964
2013,2 Teams,,Minors,CF,22,22,191.2,60,57,0,3,0,,.950
2013,2 Teams,,Minors,CF,22,22,191.2,60,57,0,3,0,,.950
2013,Reading Fightin Phils,EAS,AA,CF,3,3,27.0,14,13,0,1,0,,.929
2013,Lehigh Valley IronPigs,INT,AAA,2B,79,78,670.2,369,156,204,9,62,,.976
2013,Lehigh Valley IronPigs,INT,AAA,SS,1,0,1.0,0,0,0,0,0,,.000
2013,Lehigh Valley IronPigs,INT,AAA,LF,1,1,9.0,3,2,0,1,0,,.667
2013,Lehigh Valley IronPigs,INT,AAA,CF,19,19,164.2,46,44,0,2,0,,.957
2013,Lehigh Valley IronPigs,INT,AAA,RF,1,1,9.0,2,2,0,0,0,,1.000
2014,2 Teams,,Minors,3B,21,20,176.1,59,9,40,10,4,,.831
2014,2 Teams,,Minors,2B,23,22,194.1,105,57,46,2,20,,.981
2014,2 Teams,,Minors,SS,24,22,189.1,83,27,52,4,10,,.952
2014,2 Teams,,Minors,3B,21,20,176.1,59,9,40,10,4,,.831
2014,2 Teams,,Minors,2B,23,22,194.1,105,57,46,2,20,,.981
2014,2 Teams,,Minors,SS,24,22,189.1,83,27,52,4,10,,.952
2014,Reading Fightin Phils,EAS,AA,2B,2,2,18.0,10,4,6,0,1,,1.000
2014,Reading Fightin Phils,EAS,AA,3B,18,17,149.2,51,9,34,8,3,,.843
2014,Reading Fightin Phils,EAS,AA,SS,8,6,54.0,30,13,16,1,3,,.967
2014,Lehigh Valley IronPigs,INT,AAA,2B,21,20,176.1,95,53,40,2,19,,.979
2014,Lehigh Valley IronPigs,INT,AAA,3B,3,3,26.2,8,0,6,2,1,,.750
2014,Lehigh Valley IronPigs,INT,AAA,SS,16,16,135.1,53,14,36,3,7,,.943
2017,Clearwater Threshers,FSL,A(Adv),2B,4,4,28.0,18,7,11,0,4,,1.000
,2 Teams,,ROK,2B,101,97,823.1,455,205,233,17,48,,.963
,2 Teams,,ROK,DH,10,10,0.0,0,0,0,0,0,,.000
,VSL Phillies,VSL,ROK,SS,45,35,319.0,193,65,112,16,19,,.917
,VSL Phillies,VSL,ROK,CF,1,0,1.0,0,0,0,0,0,,.000
,Lehigh Valley IronPigs,INT,AAA,2B,130,128,1112.2,602,267,319,16,101,,.973
,Lehigh Valley IronPigs,INT,AAA,3B,3,3,26.2,8,0,6,2,1,,.750
,Lehigh Valley IronPigs,INT,AAA,SS,17,16,136.1,53,14,36,3,7,,.943
,Lehigh Valley IronPigs,INT,AAA,LF,1,1,9.0,3,2,0,1,0,,.667
,Lehigh Valley IronPigs,INT,AAA,CF,19,19,164.2,46,44,0,2,0,,.957
,Lehigh Valley IronPigs,INT,AAA,RF,1,1,9.0,2,2,0,0,0,,1.000
,Reading Fightin Phils,EAS,AA,2B,104,104,897.2,480,186,279,15,84,,.969
,Reading Fightin Phils,EAS,AA,3B,18,17,149.2,51,9,34,8,3,,.843
,Reading Fightin Phils,EAS,AA,SS,8,6,54.0,30,13,16,1,3,,.967
,Reading Fightin Phils,EAS,AA,CF,3,3,27.0,14,13,0,1,0,,.929
,Reading Fightin Phils,EAS,AA,DH,1,1,0.0,0,0,0,0,0,,.000
,Clearwater Threshers,FSL,A+,2B,123,121,1043.1,531,209,309,13,71,,.976
,Williamsport Crosscutters,,A(Short),2B,65,65,565.1,321,135,179,7,40,,.978
,4 Teams,,Minors,2B,422,418,3619.0,1934,797,1086,51,296,,.974
,2 Teams,,Minors,3B,21,20,176.1,59,9,40,10,4,,.831
,3 Teams,,Minors,SS,70,57,509.1,276,92,164,20,29,,.928
,1 Teams,,Minors,LF,1,1,9.0,3,2,0,1,0,,.667
,3 Teams,,Minors,CF,23,22,192.2,60,57,0,3,0,,.950
,1 Teams,,Minors,RF,1,1,9.0,2,2,0,0,0,,1.000
,1 Teams,,Minors,DH,1,1,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,2B,422,418,3619.0,1934,797,1086,51,296,,.974
,2 Teams,,Minors,3B,21,20,176.1,59,9,40,10,4,,.831
,3 Teams,,Minors,SS,70,57,509.1,276,92,164,20,29,,.928
,1 Teams,,Minors,LF,1,1,9.0,3,2,0,1,0,,.667
,3 Teams,,Minors,CF,23,22,192.2,60,57,0,3,0,,.950
,1 Teams,,Minors,RF,1,1,9.0,2,2,0,0,0,,1.000
