Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,31,25,39,47,22,49,43,25,52,21,27,46,43,83,93,,
2016,25,6,42,60,11,61,49,32,63,42,30,51,41,68,85,,
2017,33,27,24,28,45,18,31,30,50,21,38,63,37,73,84,5,
2018,30,38,28,28,33,42,23,14,53,25,65,53,71,75,81,70,
2019,82,75,78,73,83,86,56,41,58,43,89,82,84,95,75,18,
2020,12,10,15,29,16,34,27,12,49,9,56,70,64,91,80,1,17
2021,60,42,70,73,41,85,63,59,65,52,58,54,72,88,87,91,16
2022,38,42,47,51,30,74,41,18,63,22,79,39,76,74,89,94,15
