PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
"Bello(W, 1-4)",6.0,3,0,0,1,5,0,5.91
"Whitlock(H, 3)",2.0,4,3,3,0,3,2,3.46
"Barnes, M(H, 3)",0.1,3,0,0,0,0,0,5.76
"Schreiber(S, 6)",0.2,0,0,0,0,1,0,2.15
,9.0,10,3,3,1,9,2,
