PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Kershaw(W, 3-0)",5.0,4,1,1,0,3,0,2.65
Bruihl,1.0,1,1,1,0,0,0,2.70
Moronta,1.0,1,0,0,0,1,0,0.00
Cleavinger,1.0,1,0,0,1,1,0,5.40
Kimbrel,1.0,1,0,0,0,1,0,2.25
,9.0,8,2,2,1,6,0,
