PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Wright(W, 9-4)",7.0,3,1,1,3,4,1,3.03
"Chavez(H, 4)",1.0,1,0,0,0,3,0,2.87
"Smith, W.M.(S, 3)",1.0,0,0,0,0,2,0,3.30
,9.0,4,1,1,3,9,1,
