Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
St. Louis Cardinals,MLB,vs Left,,,,9,,,8.0,35,8,,,0,3,9,1.38
Pittsburgh Pirates,MLB,vs Left,,,,17,,,17.1,70,13,,,0,5,23,1.04
St. Louis Cardinals,MLB,vs Right,,,,12,,,54.2,212,46,,,1,13,39,1.08
Pittsburgh Pirates,MLB,vs Right,,,,20,,,84.0,362,87,,,7,26,66,1.35
