Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Birmingham Barons,Double-A,April,1,2,2.76,5,5,0,29.1,116,27,10,9,1,8,22,1.19
Birmingham Barons,Double-A,May,0,1,2.79,4,4,0,19.1,80,16,7,6,0,6,19,1.14
