PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"Bassitt(W, 1-0)",6.0,3,0,0,1,8,0,0.00
"Smith, Dr",1.0,0,0,0,0,1,0,0.00
"Rodríguez, J",1.1,0,0,0,0,2,0,0.00
Ottavino,0.2,1,0,0,0,1,0,0.00
,9.0,4,0,0,1,12,0,
