BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,2,2,0,1,0,0,.444,1.278
"Marte, SRF",4,0,0,0,0,1,4,.214,.553
LindorSS,3,1,1,0,2,0,1,.222,.795
AlonsoDH,5,1,1,4,0,3,4,.286,.904
McNeil2B,5,0,1,0,0,0,3,.462,1.192
"Smith, Do1B",4,0,1,0,0,2,1,.200,.400
JankowskiLF,3,0,2,0,1,0,0,.500,1.100
Guillorme3B,3,0,0,0,1,1,4,.000,.167
McCannC,4,1,1,0,0,1,1,.167,.542
,35,5,9,4,5,8,18,,
