BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
StottSS,5,0,1,0,0,2,5,.219,.618
Hoskins1B,3,0,1,0,2,1,1,.249,.824
Bohm3B,5,0,1,0,0,1,6,.288,.724
RealmutoC,4,0,0,0,0,2,2,.258,.764
"Castellanos, NRF",4,0,2,0,0,0,2,.259,.685
"Hall, DDH",4,0,1,0,0,1,4,.267,.852
Segura2B,4,0,1,0,0,0,1,.278,.731
MarshCF,2,0,1,0,1,0,0,.226,.632
"a-Sosa, EPH",1,0,1,0,0,0,0,.191,.529
VierlingLF,4,0,0,0,0,4,5,.221,.604
,36,0,9,0,3,11,26,,
