BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF-RF,2,0,1,0,1,0,0,.260,.836
BichetteSS,4,0,1,0,0,0,4,.255,.720
Guerrero1B,4,0,0,0,0,2,3,.262,.843
KirkDH,4,1,1,0,0,0,0,.319,.925
"Hernández, TRF",4,1,3,2,0,0,0,.261,.769
ZimmerCF,0,0,0,0,0,0,0,.109,.427
Gurriel Jr.LF,4,1,1,0,0,0,2,.283,.746
"Chapman, M3B",3,0,0,0,1,0,2,.223,.712
Espinal2B,4,1,2,2,0,0,2,.271,.728
MorenoC,2,0,0,0,1,0,1,.300,.658
,31,4,9,4,3,2,14,,
