PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Javier(W, 5-3)",7.0,0,0,0,1,13,0,2.73
"Neris(H, 16)",1.0,0,0,0,2,0,0,3.73
"Pressly(S, 15)",1.0,0,0,0,0,2,0,4.05
,9.0,0,0,0,3,15,0,
